source,source_path,target,target_path,raw_score,adjusted_score
Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.4388,0.4888
Kids Gospel Music Interactive | Seeds Kids Worship,/songs\kids-gospel-music-interactive/,Children'S Ministry Music Interactive | Seeds Kids Worship,/songs\children-s-ministry-music-interactive/,0.4205,0.4705
Kids Gospel Music Interactive | Seeds Kids Worship,/songs\kids-gospel-music-interactive/,Kids Church Music Interactive | Seeds Kids Worship,/songs\kids-church-music-interactive/,0.4122,0.4622
Kids Gospel Music Interactive | Seeds Kids Worship,/songs\kids-gospel-music-interactive/,Kids Worship Music Interactive | Seeds Kids Worship,/songs\kids-worship-music-interactive/,0.3969,0.4469
Kids Gospel Music Interactive | Seeds Kids Worship,/songs\kids-gospel-music-interactive/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3943,0.4443
Kids Gospel Music Interactive | Seeds Kids Worship,/songs\kids-gospel-music-interactive/,Christian Kids Playlist Interactive | Seeds Kids Worship,/songs\christian-kids-playlist-interactive/,0.3804,0.4304
Kids Gospel Music Playlist | Seeds Kids Worship,/songs\kids-gospel-music-playlist/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4197,0.4697
Kids Gospel Music Playlist | Seeds Kids Worship,/songs\kids-gospel-music-playlist/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3705,0.4205
Kids Gospel Music Playlist | Seeds Kids Worship,/songs\kids-gospel-music-playlist/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.3658,0.4158
Kids Gospel Music Playlist | Seeds Kids Worship,/songs\kids-gospel-music-playlist/,Fun Kids Gospel Music | Seeds Kids Worship,/songs\fun-kids-gospel-music/,0.3645,0.4145
Kids Gospel Music Playlist | Seeds Kids Worship,/songs\kids-gospel-music-playlist/,Kids Church Music Playlist | Seeds Kids Worship,/songs\kids-church-music-playlist/,0.3533,0.4033
Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4542,0.5042
Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,Simple Kids Gospel Music | Seeds Kids Worship,/songs\simple-kids-gospel-music/,0.4342,0.4842
Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4283,0.4783
Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.4111,0.4611
Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4068,0.4568
Kids Gospel Music Videos | Seeds Kids Worship,/songs\kids-gospel-music-videos/,Children'S Gospel Music Videos | Seeds Kids Worship,/songs\children-s-gospel-music-videos/,0.6173,0.6673
Kids Gospel Music Videos | Seeds Kids Worship,/songs\kids-gospel-music-videos/,Children'S Ministry Music Videos | Seeds Kids Worship,/songs\children-s-ministry-music-videos/,0.429,0.479
Kids Gospel Music Videos | Seeds Kids Worship,/songs\kids-gospel-music-videos/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4225,0.4725
Kids Gospel Music Videos | Seeds Kids Worship,/songs\kids-gospel-music-videos/,Children'S Church Music Videos | Seeds Kids Worship,/songs\children-s-church-music-videos/,0.411,0.461
Kids Gospel Music Videos | Seeds Kids Worship,/songs\kids-gospel-music-videos/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4022,0.4522
Kids Gospel Music With Actions | Seeds Kids Worship,/songs\kids-gospel-music-with-actions/,Kids Gospel Music With Motions | Seeds Kids Worship,/songs\kids-gospel-music-with-motions/,0.3917,0.4417
Kids Gospel Music With Actions | Seeds Kids Worship,/songs\kids-gospel-music-with-actions/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3498,0.3998
Kids Gospel Music With Actions | Seeds Kids Worship,/songs\kids-gospel-music-with-actions/,Kids Worship Music With Actions | Seeds Kids Worship,/songs\kids-worship-music-with-actions/,0.3363,0.3863
Kids Gospel Music With Actions | Seeds Kids Worship,/songs\kids-gospel-music-with-actions/,Kids Hymns With Actions | Seeds Kids Worship,/songs\kids-hymns-with-actions/,0.3337,0.3837
Kids Gospel Music With Actions | Seeds Kids Worship,/songs\kids-gospel-music-with-actions/,Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,0.3319,0.3819
Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4695,0.5195
Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.4649,0.5149
Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4574,0.5074
Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.4459,0.4959
Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,0.4341,0.4841
Kids Gospel Music With Motions | Seeds Kids Worship,/songs\kids-gospel-music-with-motions/,Kids Gospel Music With Actions | Seeds Kids Worship,/songs\kids-gospel-music-with-actions/,0.3917,0.4417
Kids Gospel Music With Motions | Seeds Kids Worship,/songs\kids-gospel-music-with-motions/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3731,0.4231
Kids Gospel Music With Motions | Seeds Kids Worship,/songs\kids-gospel-music-with-motions/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.3508,0.4008
Kids Gospel Music With Motions | Seeds Kids Worship,/songs\kids-gospel-music-with-motions/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.3415,0.3915
Kids Gospel Music With Motions | Seeds Kids Worship,/songs\kids-gospel-music-with-motions/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.3262,0.3762
Kids Gospel Music Youtube | Seeds Kids Worship,/songs\kids-gospel-music-youtube/,Children Gospel Music Youtube | Seeds Kids Worship,/songs\children-gospel-music-youtube/,0.468,0.518
Kids Gospel Music Youtube | Seeds Kids Worship,/songs\kids-gospel-music-youtube/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4234,0.4734
Kids Gospel Music Youtube | Seeds Kids Worship,/songs\kids-gospel-music-youtube/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4225,0.4725
Kids Gospel Music Youtube | Seeds Kids Worship,/songs\kids-gospel-music-youtube/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.3881,0.4381
Kids Gospel Music Youtube | Seeds Kids Worship,/songs\kids-gospel-music-youtube/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.3765,0.4265
Kids Gospel Music | Seeds Kids Worship,/songs\kids-gospel-music/,Worship Kids Gospel Music | Seeds Kids Worship,/songs\worship-kids-gospel-music/,0.3877,0.4377
Kids Gospel Music | Seeds Kids Worship,/songs\kids-gospel-music/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.3858,0.4358
Kids Gospel Music | Seeds Kids Worship,/songs\kids-gospel-music/,Kids Gospel Music Youtube | Seeds Kids Worship,/songs\kids-gospel-music-youtube/,0.3731,0.4231
Kids Gospel Music | Seeds Kids Worship,/songs\kids-gospel-music/,Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,0.3712,0.4212
Kids Gospel Music | Seeds Kids Worship,/songs\kids-gospel-music/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3625,0.4125
Kids Gospel Songs | Seeds Kids Worship,/songs\kids-gospel-songs/,Children Gospel Songs Mp3 Download | Seeds Kids Worship,/songs\children-gospel-songs-mp3-download/,0.3893,0.4393
Kids Gospel Songs | Seeds Kids Worship,/songs\kids-gospel-songs/,Simple Kids Gospel Music | Seeds Kids Worship,/songs\simple-kids-gospel-music/,0.3579,0.4079
Kids Gospel Songs | Seeds Kids Worship,/songs\kids-gospel-songs/,Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,0.3438,0.3938
Kids Gospel Songs | Seeds Kids Worship,/songs\kids-gospel-songs/,Children'S Choir Songs Gospel | Seeds Kids Worship,/songs\children-s-choir-songs-gospel/,0.3021,0.3521
Kids Gospel Songs | Seeds Kids Worship,/songs\kids-gospel-songs/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.2911,0.3411
Kids Hymns App | Seeds Kids Worship,/songs\kids-hymns-app/,Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,0.3026,0.3526
Kids Hymns App | Seeds Kids Worship,/songs\kids-hymns-app/,Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,0.2899,0.3399
Kids Hymns App | Seeds Kids Worship,/songs\kids-hymns-app/,Kids Bible Hymns | Seeds Kids Worship,/songs\kids-bible-hymns/,0.2859,0.3359
Kids Hymns App | Seeds Kids Worship,/songs\kids-hymns-app/,Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,0.2842,0.3342
Kids Hymns App | Seeds Kids Worship,/songs\kids-hymns-app/,Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,0.2838,0.3338
Kids Hymns Catholic | Seeds Kids Worship,/songs\kids-hymns-catholic/,Fun Kids Hymns | Seeds Kids Worship,/songs\fun-kids-hymns/,0.2678,0.3178
Kids Hymns Catholic | Seeds Kids Worship,/songs\kids-hymns-catholic/,Kids Hymns For Worship | Seeds Kids Worship,/songs\kids-hymns-for-worship/,0.2585,0.3085
Kids Hymns Catholic | Seeds Kids Worship,/songs\kids-hymns-catholic/,Toddler Worship Songs For Kids | Seeds Kids Worship,/songs\toddler-worship-songs-for-kids/,0.251,0.301
Kids Hymns Catholic | Seeds Kids Worship,/songs\kids-hymns-catholic/,Worship Kids Hymns | Seeds Kids Worship,/songs\worship-kids-hymns/,0.2417,0.2917
Kids Hymns Catholic | Seeds Kids Worship,/songs\kids-hymns-catholic/,Kids Worship Music Compass Bible Church | Seeds Kids Worship,/songs\kids-worship-music-compass-bible-church/,0.2394,0.2894
Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,0.3583,0.4083
Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,Kids Hymns Lyrics | Seeds Kids Worship,/songs\kids-hymns-lyrics/,0.3471,0.3971
Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,Kids Hymns Playlist | Seeds Kids Worship,/songs\kids-hymns-playlist/,0.3069,0.3569
Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,Cedarmont Kids Hymns | Seeds Kids Worship,/songs\cedarmont-kids-hymns/,0.3051,0.3551
Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,Cedarmont Kids Hymns Songs | Seeds Kids Worship,/songs\cedarmont-kids-hymns-songs/,0.3042,0.3542
Kids Hymns For Babies | Seeds Kids Worship,/songs\kids-hymns-for-babies/,Lullaby Hymns For Babies | Seeds Kids Worship,/songs\lullaby-hymns-for-babies/,0.4359,0.4859
Kids Hymns For Babies | Seeds Kids Worship,/songs\kids-hymns-for-babies/,Christian Lullabies For Babies | Seeds Kids Worship,/songs\christian-lullabies-for-babies/,0.2649,0.3149
Kids Hymns For Babies | Seeds Kids Worship,/songs\kids-hymns-for-babies/,Sunday School Worship Songs For Babies | Seeds Kids Worship,/songs\sunday-school-worship-songs-for-babies/,0.2541,0.3041
Kids Hymns For Babies | Seeds Kids Worship,/songs\kids-hymns-for-babies/,Christian Kids Playlist For Babies | Seeds Kids Worship,/songs\christian-kids-playlist-for-babies/,0.2529,0.3029
Kids Hymns For Babies | Seeds Kids Worship,/songs\kids-hymns-for-babies/,Kids Faith Songs For Babies | Seeds Kids Worship,/songs\kids-faith-songs-for-babies/,0.2448,0.2948
Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,Cedarmont Kids Hymns Songs | Seeds Kids Worship,/songs\cedarmont-kids-hymns-songs/,0.4252,0.4752
Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,0.399,0.449
Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,Hymns For Children'S Choir | Seeds Kids Worship,/songs\hymns-for-children-s-choir/,0.3756,0.4256
Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,Kids Hymns Cd | Seeds Kids Worship,/songs\kids-hymns-cd/,0.3583,0.4083
Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,0.3155,0.3655
Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,Kids Hymns Songs | Seeds Kids Worship,/songs\kids-hymns-songs/,0.4315,0.4815
Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,0.399,0.449
Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,Fun Kids Hymns | Seeds Kids Worship,/songs\fun-kids-hymns/,0.3876,0.4376
Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,Praise Kids Hymns | Seeds Kids Worship,/songs\praise-kids-hymns/,0.3811,0.4311
Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,Kids Hymns Playlist | Seeds Kids Worship,/songs\kids-hymns-playlist/,0.3276,0.3776
Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,Kids Hymns Playlist | Seeds Kids Worship,/songs\kids-hymns-playlist/,0.3462,0.3962
Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,Adventist Kids Hymns | Seeds Kids Worship,/songs\adventist-kids-hymns/,0.333,0.383
Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,Kids Worship Music For Home | Seeds Kids Worship,/songs\kids-worship-music-for-home/,0.3319,0.3819
Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,Kids Hymns Songs | Seeds Kids Worship,/songs\kids-hymns-songs/,0.3276,0.3776
Kids Hymns For Home | Seeds Kids Worship,/songs\kids-hymns-for-home/,Kids Hymns With Lyrics | Seeds Kids Worship,/songs\kids-hymns-with-lyrics/,0.3156,0.3656
Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,Cedarmont Kids Hymns Songs | Seeds Kids Worship,/songs\cedarmont-kids-hymns-songs/,0.357,0.407
Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,Getty Kids Hymns | Seeds Kids Worship,/songs\getty-kids-hymns/,0.338,0.388
Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,Kids Hymns List | Seeds Kids Worship,/songs\kids-hymns-list/,0.3368,0.3868
Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,Kids Hymns Playlist | Seeds Kids Worship,/songs\kids-hymns-playlist/,0.3236,0.3736
Kids Hymns For Kids | Seeds Kids Worship,/songs\kids-hymns-for-kids/,Kids Hymns For Children | Seeds Kids Worship,/songs\kids-hymns-for-children/,0.3155,0.3655
Kids Hymns For Preschoolers | Seeds Kids Worship,/songs\kids-hymns-for-preschoolers/,Christian Songs For Preschoolers | Seeds Kids Worship,/songs\christian-songs-for-preschoolers/,0.3491,0.3991
Kids Hymns For Preschoolers | Seeds Kids Worship,/songs\kids-hymns-for-preschoolers/,Scripture Songs For Preschoolers | Seeds Kids Worship,/songs\scripture-songs-for-preschoolers/,0.3348,0.3848
Kids Hymns For Preschoolers | Seeds Kids Worship,/songs\kids-hymns-for-preschoolers/,Children'S Choir Songs For Preschoolers | Seeds Kids Worship,/songs\children-s-choir-songs-for-preschoolers/,0.3204,0.3704
Kids Hymns For Preschoolers | Seeds Kids Worship,/songs\kids-hymns-for-preschoolers/,Bible Songs For Preschoolers For Children | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-for-children/,0.3134,0.3634
Kids Hymns For Preschoolers | Seeds Kids Worship,/songs\kids-hymns-for-preschoolers/,Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,0.3129,0.3629
Kids Hymns For Toddlers | Seeds Kids Worship,/songs\kids-hymns-for-toddlers/,Sunday School Worship Songs For Toddlers | Seeds Kids Worship,/songs\sunday-school-worship-songs-for-toddlers/,0.3002,0.3502
Kids Hymns For Toddlers | Seeds Kids Worship,/songs\kids-hymns-for-toddlers/,Children'S Church Songs For Toddlers | Seeds Kids Worship,/songs\children-s-church-songs-for-toddlers/,0.288,0.338
Kids Hymns For Toddlers | Seeds Kids Worship,/songs\kids-hymns-for-toddlers/,Simple Toddler Worship Songs | Seeds Kids Worship,/songs\simple-toddler-worship-songs/,0.2847,0.3347
Kids Hymns For Toddlers | Seeds Kids Worship,/songs\kids-hymns-for-toddlers/,Christian Songs For Toddlers To Sing | Seeds Kids Worship,/songs\christian-songs-for-toddlers-to-sing/,0.2841,0.3341
Kids Hymns For Toddlers | Seeds Kids Worship,/songs\kids-hymns-for-toddlers/,Toddler Worship Songs For Worship | Seeds Kids Worship,/songs\toddler-worship-songs-for-worship/,0.2824,0.3324
Kids Hymns For Worship | Seeds Kids Worship,/songs\kids-hymns-for-worship/,Kids Hymns Songs | Seeds Kids Worship,/songs\kids-hymns-songs/,0.3285,0.3785
Kids Hymns For Worship | Seeds Kids Worship,/songs\kids-hymns-for-worship/,Kids Hymns For Church | Seeds Kids Worship,/songs\kids-hymns-for-church/,0.314,0.364
Kids Hymns For Worship | Seeds Kids Worship,/songs\kids-hymns-for-worship/,Kids Worship Music Compass Bible Church | Seeds Kids Worship,/songs\kids-worship-music-compass-bible-church/,0.307,0.357
Kids Hymns For Worship | Seeds Kids Worship,/songs\kids-hymns-for-worship/,Kids Spiritual Songs For Children | Seeds Kids Worship,/songs\kids-spiritual-songs-for-children/,0.3039,0.3539
Kids Hymns For Worship | Seeds Kids Worship,/songs\kids-hymns-for-worship/,Worship Songs For Kids Lyrics | Seeds Kids Worship,/songs\worship-songs-for-kids-lyrics/,0.2815,0.3315
Kids Hymns Interactive | Seeds Kids Worship,/songs\kids-hymns-interactive/,Kids Praise Songs Interactive | Seeds Kids Worship,/songs\kids-praise-songs-interactive/,0.3776,0.4276
Kids Hymns Interactive | Seeds Kids Worship,/songs\kids-hymns-interactive/,Kids Church Music Interactive | Seeds Kids Worship,/songs\kids-church-music-interactive/,0.3577,0.4077
Kids Hymns Interactive | Seeds Kids Worship,/songs\kids-hymns-interactive/,Children'S Ministry Music Interactive | Seeds Kids Worship,/songs\children-s-ministry-music-interactive/,0.3419,0.3919
Kids Hymns Interactive | Seeds Kids Worship,/songs\kids-hymns-interactive/,Christian Kids Playlist Interactive | Seeds Kids Worship,/songs\christian-kids-playlist-interactive/,0.3412,0.3912
